LAT,LON,KelasSH_feb,Bulan_feb,Id Prov,KategoriSH_feb,SH_feb,KelasCH_feb,KategoriCH_feb,CH_feb,KelasSH_des,Bulan_des,KategoriSH_des,SH_des,KategoriCH_des,KelasCH_des,CH_des,KelasSH_jan,Bulan_jan,KategoriSH_jan,SH_jan,CH_jan,KelasCH_jan,KategoriCH_jan,rainfall,Sifat_Hujan_Rata,temperature,humidity,predicted_usable
-7.95,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,104.6878,400 - 500 mm,Tinggi,408.8662,115% - 150%,DES,Atas Normal,127.5925,Sangat Tinggi,> 500 mm,550.6705,85% - 115%,JAN,Normal,102.9975,450.7544,400 - 500 mm,Tinggi,470.0970333333333,111.75926666666668,25.224137931034484,90.80172413793105,pepaya
-7.95,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.4716,300 - 400 mm,Tinggi,355.0301,115% - 150%,DES,Atas Normal,125.2876,Tinggi,400 - 500 mm,459.7866,85% - 115%,JAN,Normal,101.2775,385.6916,300 - 400 mm,Tinggi,400.1694333333333,109.6789,25.224137931034484,90.80172413793105,pepaya
-7.95,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,101.3651,300 - 400 mm,Tinggi,336.5766,115% - 150%,DES,Atas Normal,123.635,Tinggi,400 - 500 mm,414.4442,85% - 115%,JAN,Normal,101.6938,355.2464,300 - 400 mm,Tinggi,368.75573333333335,108.89796666666666,25.224137931034484,90.80172413793105,pepaya
-7.9,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,104.1993,300 - 400 mm,Tinggi,379.3579,115% - 150%,DES,Atas Normal,125.7344,Tinggi,400 - 500 mm,463.8797,85% - 115%,JAN,Normal,104.4967,394.5085,300 - 400 mm,Tinggi,412.5820333333333,111.47679999999998,25.224137931034484,90.80172413793105,pepaya
-7.9,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.0268,300 - 400 mm,Tinggi,354.3063,115% - 150%,DES,Atas Normal,124.6364,Tinggi,400 - 500 mm,432.0745,85% - 115%,JAN,Normal,103.777,370.9776,300 - 400 mm,Tinggi,385.7861333333333,110.14673333333332,25.224137931034484,90.80172413793105,pepaya
-7.9,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,104.0303,300 - 400 mm,Tinggi,396.7062,115% - 150%,DES,Atas Normal,124.3235,Tinggi,400 - 500 mm,439.631,85% - 115%,JAN,Normal,105.574,382.4855,300 - 400 mm,Tinggi,406.2742333333333,111.30926666666666,25.224137931034484,90.80172413793105,pepaya
-7.9,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,106.8537,400 - 500 mm,Tinggi,420.2701,115% - 150%,DES,Atas Normal,123.4247,Tinggi,400 - 500 mm,427.8915,85% - 115%,JAN,Normal,106.0051,371.2217,300 - 400 mm,Tinggi,406.4611,112.0945,25.224137931034484,90.80172413793105,pepaya
-7.85,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,103.539,300 - 400 mm,Tinggi,349.0231,115% - 150%,DES,Atas Normal,123.4707,Tinggi,300 - 400 mm,363.3466,85% - 115%,JAN,Normal,106.8822,328.7229,300 - 400 mm,Tinggi,347.03086666666667,111.2973,25.224137931034484,90.80172413793105,pepaya
-7.85,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,103.8725,300 - 400 mm,Tinggi,387.0979,115% - 150%,DES,Atas Normal,125.1764,Tinggi,400 - 500 mm,406.7766,85% - 115%,JAN,Normal,106.7509,364.418,300 - 400 mm,Tinggi,386.0975,111.93326666666668,25.224137931034484,90.80172413793105,pepaya
-7.85,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,105.216,400 - 500 mm,Tinggi,403.0964,115% - 150%,DES,Atas Normal,124.0316,Tinggi,400 - 500 mm,407.1528,85% - 115%,JAN,Normal,107.7624,370.9738,300 - 400 mm,Tinggi,393.741,112.33666666666666,25.224137931034484,90.80172413793105,pepaya
-7.85,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,106.5111,400 - 500 mm,Tinggi,419.588,115% - 150%,DES,Atas Normal,122.6911,Tinggi,400 - 500 mm,421.0803,85% - 115%,JAN,Normal,108.083,369.7287,300 - 400 mm,Tinggi,403.46566666666666,112.4284,25.224137931034484,90.80172413793105,pepaya
-7.85,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,108.8,400 - 500 mm,Tinggi,414.054,115% - 150%,DES,Atas Normal,122.5605,Tinggi,400 - 500 mm,416.3821,85% - 115%,JAN,Normal,109.2822,371.1814,300 - 400 mm,Tinggi,400.5391666666666,113.54756666666668,25.224137931034484,90.80172413793105,pepaya
-7.8,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,108.5137,400 - 500 mm,Tinggi,413.1222,115% - 150%,DES,Atas Normal,120.1849,Tinggi,300 - 400 mm,393.2138,85% - 115%,JAN,Normal,111.2577,384.662,300 - 400 mm,Tinggi,396.99933333333337,113.31876666666666,25.224137931034484,90.80172413793105,pepaya
-7.95,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,100.0841,200 - 300 mm,Menengah,277.8952,115% - 150%,DES,Atas Normal,133.2739,Tinggi,400 - 500 mm,460.894,85% - 115%,JAN,Normal,103.9675,321.3659,300 - 400 mm,Tinggi,353.3850333333333,112.44183333333336,24.97435897435897,91.55555555555556,pepaya
-7.95,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.4235,300 - 400 mm,Tinggi,328.3399,115% - 150%,DES,Atas Normal,131.3234,Sangat Tinggi,> 500 mm,502.4892,85% - 115%,JAN,Normal,103.8081,369.0882,300 - 400 mm,Tinggi,399.9724333333333,112.51833333333332,24.97435897435897,91.55555555555556,pepaya
-7.9,110.05,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,98.4958,200 - 300 mm,Menengah,271.4256,115% - 150%,DES,Atas Normal,134.826,Tinggi,400 - 500 mm,479.4457,85% - 115%,JAN,Normal,105.2872,364.6745,300 - 400 mm,Tinggi,371.8486,112.86966666666666,24.97435897435897,91.55555555555556,pepaya
-7.9,110.1,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,98.7781,200 - 300 mm,Menengah,274.7845,115% - 150%,DES,Atas Normal,131.8757,Tinggi,400 - 500 mm,464.6276,85% - 115%,JAN,Normal,105.315,347.2378,300 - 400 mm,Tinggi,362.2166333333333,111.9896,24.97435897435897,91.55555555555556,pepaya
-7.9,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,100.0149,200 - 300 mm,Menengah,283.8659,115% - 150%,DES,Atas Normal,128.8305,Tinggi,400 - 500 mm,432.608,85% - 115%,JAN,Normal,104.6907,319.9843,300 - 400 mm,Tinggi,345.48606666666666,111.1787,24.97435897435897,91.55555555555556,pepaya
-7.9,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.1613,300 - 400 mm,Tinggi,322.7921,115% - 150%,DES,Atas Normal,127.693,Tinggi,400 - 500 mm,452.742,85% - 115%,JAN,Normal,105.8236,365.5882,300 - 400 mm,Tinggi,380.3741,111.89263333333334,24.97435897435897,91.55555555555556,pepaya
-7.9,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,104.7319,300 - 400 mm,Tinggi,369.7956,115% - 150%,DES,Atas Normal,126.6789,Tinggi,400 - 500 mm,467.601,85% - 115%,JAN,Normal,105.7445,390.5337,300 - 400 mm,Tinggi,409.3101,112.3851,24.97435897435897,91.55555555555556,pepaya
-7.85,110.05,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,99.5712,300 - 400 mm,Tinggi,303.7219,115% - 150%,DES,Atas Normal,128.9209,Tinggi,400 - 500 mm,457.6911,85% - 115%,JAN,Normal,106.0616,385.5139,300 - 400 mm,Tinggi,382.30896666666666,111.5179,24.97435897435897,91.55555555555556,pepaya
-7.85,110.1,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,100.7629,300 - 400 mm,Tinggi,315.8878,115% - 150%,DES,Atas Normal,127.521,Tinggi,400 - 500 mm,472.4033,85% - 115%,JAN,Normal,105.9519,374.6325,300 - 400 mm,Tinggi,387.6412,111.41193333333337,24.97435897435897,91.55555555555556,pepaya
-7.85,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,101.3591,300 - 400 mm,Tinggi,310.7514,115% - 150%,DES,Atas Normal,124.9939,Tinggi,400 - 500 mm,412.6571,85% - 115%,JAN,Normal,106.3864,343.9178,300 - 400 mm,Tinggi,355.7754333333333,110.91313333333332,24.97435897435897,91.55555555555556,pepaya
-7.85,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,103.0262,300 - 400 mm,Tinggi,309.7835,115% - 150%,DES,Atas Normal,123.2448,Tinggi,300 - 400 mm,352.3036,85% - 115%,JAN,Normal,106.8022,304.3911,300 - 400 mm,Tinggi,322.1594,111.0244,24.97435897435897,91.55555555555556,pepaya
-7.8,110.1,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.64,300 - 400 mm,Tinggi,350.6083,115% - 150%,DES,Atas Normal,123.7884,Tinggi,400 - 500 mm,473.134,85% - 115%,JAN,Normal,106.6538,388.6921,300 - 400 mm,Tinggi,404.1448,111.0274,24.97435897435897,91.55555555555556,pepaya
-7.8,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,103.191,300 - 400 mm,Tinggi,332.2754,115% - 150%,DES,Atas Normal,121.2037,Tinggi,300 - 400 mm,395.9233,85% - 115%,JAN,Normal,106.5673,336.9519,300 - 400 mm,Tinggi,355.0502,110.32066666666668,24.97435897435897,91.55555555555556,pepaya
-7.8,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,102.8598,300 - 400 mm,Tinggi,318.007,115% - 150%,DES,Atas Normal,119.1564,Tinggi,300 - 400 mm,323.3249,85% - 115%,JAN,Normal,106.4016,299.636,200 - 300 mm,Menengah,313.6559666666667,109.4726,24.97435897435897,91.55555555555556,pepaya
-7.75,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,106.0536,300 - 400 mm,Tinggi,354.0071,115% - 150%,DES,Atas Normal,122.2055,Tinggi,400 - 500 mm,412.9997,85% - 115%,JAN,Normal,108.4714,362.4813,300 - 400 mm,Tinggi,376.4960333333333,112.2435,24.97435897435897,91.55555555555556,pepaya
-7.75,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,105.8733,300 - 400 mm,Tinggi,332.3392,115% - 150%,DES,Atas Normal,121.117,Tinggi,300 - 400 mm,345.1576,85% - 115%,JAN,Normal,108.1373,326.9128,300 - 400 mm,Tinggi,334.8032,111.7092,24.97435897435897,91.55555555555556,pepaya
-7.7,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,108.6311,400 - 500 mm,Tinggi,400.6347,115% - 150%,DES,Atas Normal,125.1908,Tinggi,400 - 500 mm,461.216,85% - 115%,JAN,Normal,111.4671,419.6653,400 - 500 mm,Tinggi,427.172,115.09633333333332,24.97435897435897,91.55555555555556,pepaya
-7.7,110.2,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,109.9212,300 - 400 mm,Tinggi,390.9057,115% - 150%,DES,Atas Normal,125.4842,Tinggi,400 - 500 mm,438.4653,85% - 115%,JAN,Normal,111.8098,405.2814,400 - 500 mm,Tinggi,411.5508,115.7384,24.97435897435897,91.55555555555556,pepaya
-7.7,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,110.6396,300 - 400 mm,Tinggi,391.2044,115% - 150%,DES,Atas Normal,125.9394,Tinggi,400 - 500 mm,427.6064,85% - 115%,JAN,Normal,112.5907,417.4847,400 - 500 mm,Tinggi,412.0985,116.3899,24.97435897435897,91.55555555555556,pepaya
-7.65,110.15,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,111.613,400 - 500 mm,Tinggi,458.3831,115% - 150%,DES,Atas Normal,128.6076,Sangat Tinggi,> 500 mm,512.3322,115% - 150%,JAN,Atas Normal,115.2731,490.4133,400 - 500 mm,Tinggi,487.0428666666666,118.4979,24.97435897435897,91.55555555555556,pepaya
-7.65,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.7649,300 - 400 mm,Tinggi,398.2308,115% - 150%,DES,Atas Normal,128.8368,Tinggi,400 - 500 mm,485.8261,115% - 150%,JAN,Atas Normal,117.8895,438.1626,400 - 500 mm,Tinggi,440.73983333333337,119.8304,24.97435897435897,91.55555555555556,pepaya
-7.8,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,107.3144,400 - 500 mm,Tinggi,409.0355,115% - 150%,DES,Atas Normal,119.9999,Tinggi,300 - 400 mm,378.199,85% - 115%,JAN,Normal,109.5493,368.2351,300 - 400 mm,Tinggi,385.1565333333333,112.28786666666667,25.22222222222222,90.33333333333331,pepaya
-7.8,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,103.5485,300 - 400 mm,Tinggi,353.7635,115% - 150%,DES,Atas Normal,121.4171,Tinggi,300 - 400 mm,323.614,85% - 115%,JAN,Normal,107.3326,322.6204,300 - 400 mm,Tinggi,333.3326333333334,110.76606666666667,24.726495726495727,89.72649572649573,pepaya
-7.8,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,105.6163,300 - 400 mm,Tinggi,383.0375,115% - 150%,DES,Atas Normal,121.3159,Tinggi,300 - 400 mm,314.4348,85% - 115%,JAN,Normal,108.6835,341.2409,300 - 400 mm,Tinggi,346.2377333333334,111.8719,24.726495726495727,89.72649572649573,pepaya
-7.8,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,110.2026,300 - 400 mm,Tinggi,391.9952,115% - 150%,DES,Atas Normal,121.0951,Tinggi,300 - 400 mm,381.1311,85% - 115%,JAN,Normal,113.448,377.9702,300 - 400 mm,Tinggi,383.69883333333337,114.91523333333332,24.726495726495727,89.72649572649573,pepaya
-7.8,110.5,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,110.4924,300 - 400 mm,Tinggi,365.3521,115% - 150%,DES,Atas Normal,122.6724,Tinggi,300 - 400 mm,361.5813,115% - 150%,JAN,Atas Normal,115.0819,357.6515,300 - 400 mm,Tinggi,361.5283,116.08223333333336,24.726495726495727,89.72649572649573,pepaya
-7.75,110.25,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,107.744,300 - 400 mm,Tinggi,358.4499,115% - 150%,DES,Atas Normal,122.8797,Tinggi,300 - 400 mm,335.0874,85% - 115%,JAN,Normal,109.418,353.2039,300 - 400 mm,Tinggi,348.9137333333333,113.34723333333334,24.726495726495727,89.72649572649573,pepaya
-7.75,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,109.4883,400 - 500 mm,Tinggi,414.5392,115% - 150%,DES,Atas Normal,122.8293,Tinggi,300 - 400 mm,369.4163,85% - 115%,JAN,Normal,110.6672,391.5183,300 - 400 mm,Tinggi,391.8246,114.32826666666666,24.726495726495727,89.72649572649573,pepaya
-7.75,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,109.774,400 - 500 mm,Tinggi,437.633,115% - 150%,DES,Atas Normal,122.7683,Tinggi,400 - 500 mm,400.2102,85% - 115%,JAN,Normal,113.6991,408.3689,400 - 500 mm,Tinggi,415.4040333333333,115.4138,24.726495726495727,89.72649572649573,pepaya
-7.75,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,110.8979,400 - 500 mm,Tinggi,443.9969,115% - 150%,DES,Atas Normal,123.5739,Tinggi,400 - 500 mm,430.9829,85% - 115%,JAN,Normal,114.9349,431.8479,400 - 500 mm,Tinggi,435.6092333333333,116.4689,24.726495726495727,89.72649572649573,pepaya
-7.75,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,110.7186,400 - 500 mm,Tinggi,408.6382,115% - 150%,DES,Atas Normal,123.0946,Tinggi,300 - 400 mm,389.3118,115% - 150%,JAN,Atas Normal,116.6354,409.631,400 - 500 mm,Tinggi,402.527,116.8162,24.726495726495727,89.72649572649573,pepaya
-7.7,110.3,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,111.7206,400 - 500 mm,Tinggi,426.6026,115% - 150%,DES,Atas Normal,125.8277,Tinggi,400 - 500 mm,444.8918,115% - 150%,JAN,Atas Normal,116.7122,435.2083,400 - 500 mm,Tinggi,435.56756666666666,118.08683333333332,24.726495726495727,89.72649572649573,pepaya
-7.7,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.6523,400 - 500 mm,Tinggi,488.3714,115% - 150%,DES,Atas Normal,126.1971,Tinggi,400 - 500 mm,482.7685,115% - 150%,JAN,Atas Normal,117.0674,476.8353,400 - 500 mm,Tinggi,482.6584,118.63893333333334,24.726495726495727,89.72649572649573,pepaya
-7.7,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.5148,400 - 500 mm,Tinggi,482.9351,115% - 150%,DES,Atas Normal,125.7436,Tinggi,400 - 500 mm,463.8254,115% - 150%,JAN,Atas Normal,117.6021,473.7226,400 - 500 mm,Tinggi,473.4943666666666,118.62016666666666,24.726495726495727,89.72649572649573,pepaya
-7.7,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.0601,400 - 500 mm,Tinggi,450.7403,115% - 150%,DES,Atas Normal,126.5855,Tinggi,400 - 500 mm,402.383,115% - 150%,JAN,Atas Normal,118.4859,459.6489,400 - 500 mm,Tinggi,437.5907333333333,119.04383333333334,24.726495726495727,89.72649572649573,pepaya
-7.65,110.35,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,114.0477,400 - 500 mm,Tinggi,488.1723,115% - 150%,DES,Atas Normal,128.8945,Sangat Tinggi,> 500 mm,536.8662,115% - 150%,JAN,Atas Normal,119.8169,500.5842,> 500 mm,Sangat Tinggi,508.5409,120.9197,24.726495726495727,89.72649572649573,pepaya
-7.65,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,113.025,> 500 mm,Sangat Tinggi,512.3278,115% - 150%,DES,Atas Normal,128.395,Tinggi,400 - 500 mm,492.0216,115% - 150%,JAN,Atas Normal,118.9849,507.5544,> 500 mm,Sangat Tinggi,503.96793333333335,120.13496666666668,24.726495726495727,89.72649572649573,pepaya
-7.65,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,111.5714,400 - 500 mm,Tinggi,487.7821,115% - 150%,DES,Atas Normal,127.0468,Tinggi,400 - 500 mm,455.3132,115% - 150%,JAN,Atas Normal,118.0734,495.7184,400 - 500 mm,Tinggi,479.6045666666666,118.8972,24.726495726495727,89.72649572649573,pepaya
-7.6,110.4,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.9681,> 500 mm,Sangat Tinggi,516.7715,115% - 150%,DES,Atas Normal,128.9115,Sangat Tinggi,> 500 mm,527.7237,115% - 150%,JAN,Atas Normal,118.213,507.6429,> 500 mm,Sangat Tinggi,517.3793666666667,120.03086666666664,24.726495726495727,89.72649572649573,pepaya
-7.6,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.103,> 500 mm,Sangat Tinggi,502.0006,115% - 150%,DES,Atas Normal,128.6726,Tinggi,400 - 500 mm,499.9884,115% - 150%,JAN,Atas Normal,117.7104,506.6452,> 500 mm,Sangat Tinggi,502.87806666666665,119.49533333333332,24.726495726495727,89.72649572649573,pepaya
-7.55,110.45,85% - 115%,FEB,Daerah Istimewa Yogyakarta,Normal,112.2778,400 - 500 mm,Tinggi,498.7515,115% - 150%,DES,Atas Normal,129.37,Sangat Tinggi,> 500 mm,547.1373,115% - 150%,JAN,Atas Normal,116.6899,510.3973,> 500 mm,Sangat Tinggi,518.7620333333333,119.4459,24.726495726495727,89.72649572649573,pepaya
